Найменування відокремленного підрозділу та ПНФП;Адреса;Дата та номер рішення про створення;ЄДРПОУ;Режим роботи;Платежі приймаються в Платіжній системі;Платежі виплачуються  в Платіжній системі
ВІДДІЛЕННЯ №1330219;49128, Дніпропетровська обл.,  м.Дніпро, Новокодацький р-н., вул.Коробова, 2-Д, 4;231/06/05 від 25.06.2018;42275784;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330222;08322, Київська обл., Бориспільський район, село Проліски, ВУЛИЦЯ БРОВАРСЬКА, будинок 2А;231/06/05 від 25.06.2018;42275805;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330223;33018, Рівненська обл., місто Рівне, ВУЛИЦЯ КУРЧАТОВА, будинок 9;231/06/05 від 25.06.2018;42284322;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330224;23600, Вінницька обл., Тульчинський район, місто Тульчин, ВУЛИЦЯ ЛЕОНТОВИЧА, будинок 55-Б;231/06/05 від 25.06.2018;42284338;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330225;72312, Запорізька обл., місто Мелітополь, ПРОСПЕКТ БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 17;231/06/05 від 25.06.2018;42284385;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330226;36004, Полтавська обл., місто Полтава, Подільський район, ПРОСПЕКТ МИРУ, будинок 30-А;231/06/05 від 25.06.2018;42284343;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330227;87500, Донецька обл., місто Маріуполь, Лівобережний район, ВУЛИЦЯ КИЇВСЬКА, будинок 27/1;231/06/05 від 25.06.2018;42284359;ПН-НД: 9:00-21:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330228;49026, Дніпропетровська обл., місто Дніпро, Амур-Нижньодніпровський район, ПРОСПЕКТ СЛОБОЖАНСЬКИЙ, будинок 31-Д;231/06/05 від 25.06.2018;42284364;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330229;79060, Львівська обл., місто Львів, Франківський район, ВУЛИЦЯ НАУКОВА, будинок 35-А;231/06/05 від 25.06.2018;42279663;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330232;02166, м.Київ, Деснянський район, ПРОСПЕКТ ЛІСОВИЙ, будинок 23;402/07/05 від 30.07.2018;42363099;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330233;08302, Київська обл., місто Бориспіль, ВУЛИЦЯ ГОЛОВАТОГО, будинок 30;402/07/05 від 30.07.2018;42363105;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330234;08140, Київська обл., Києво-Святошинський район, село Білогородка, ВУЛИЦЯ ВОЛОДИМИРСЬКА, будинок 35/1;402/07/05 від 30.07.2018;42363110;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330235;02098, м.Київ, Дарницький район, ВУЛИЦЯ ДНІПРОВСЬКА НАБЕРЕЖНА, будинок 33;402/07/05 від 30.07.2018;42363126;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330236;61029, Харківська обл., місто Харків, Київський район, ПРОСПЕКТ ТРАКТОРОБУДІВНИКІВ, будинок 59/56;449/08/05 від 13.08.2018;42393831;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330237;08301, Київська обл., Бориспільський р-н., м.Бориспіль,  вул.Бежівка, 31-Б;449/08/05 від 13.08.2018;42393847;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330239;93120, Луганська обл., місто Лисичанськ, ПРОСПЕКТ ПЕРЕМОГИ, будинок 86;449/08/05 від 13.08.2018;42393868;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330240;93411, Луганська обл., місто Сєвєродонецьк, ПРОСПЕКТ ГВАРДІЙСЬКИЙ, будинок 46;449/08/05 від 13.08.2018;42393873;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330241;49038, Дніпропетровська обл., місто Дніпро, Центральний район, ПЛОЩА ВОКЗАЛЬНА, будинок 13;449/08/05 від 13.08.2018;42393889;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330242;25006, Кіровоградська обл., місто Кропивницький, Подільський район, ВУЛИЦЯ ВЕЛИКА ПЕРСПЕКТИВНА, будинок 53;449/08/05 від 13.08.2018;42393894;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330244;04201, м.Київ, Оболонський район, ПРОСПЕКТ МІНСЬКИЙ, будинок 4;449/08/05 від 13.08.2018;42393915;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330245;08801, Київська обл., Миронівський район, місто Миронівка, ВУЛИЦЯ БУЗНИЦЬКОГО, будинок 1;479/08/05 від 23.08.2018;42419079;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330246;02068, м.Київ, Дарницький район, ВУЛИЦЯ РЕВУЦЬКОГО, будинок 26;479/08/05 від 23.08.2018;42419084;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330247;09117, Київська обл., місто Біла Церква, ВУЛИЦЯ ПАВЛІЧЕНКО, будинок 63;479/08/05 від 23.08.2018;42419092;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330248;08205, Київська обл., місто Ірпінь, ВУЛИЦЯ НОВО-ОСКОЛЬСЬКА, будинок 2-О;479/08/05 від 23.08.2018;42419105;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330250;02132, м.Київ, Дарницький р-н., вул.Зарічна 1-Б, приміщення 231;479/08/05 від 23.08.2018;42419126;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330251;61193, Харківська обл., м.Харків, Київський р-н.,  вул. Проспектна, 52;479/08/05 від 23.08.2018;42419131;ПН-НД: 8:00-18:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330252;04205, м.Київ, Оболонський район, ПРОСПЕКТ ОБОЛОНСЬКИЙ , будинок 21;479/08/05 від 23.08.2018;42419147;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330253;08132, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ ВІТЯНСЬКА, будинок 2;479/08/05 від 23.08.2018;42419152;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330254;08130, Київська обл., Києво-Святошинський район, село Петропавлівська Борщагівка, ВУЛИЦЯ САДОВА, будинок 1-Г;479/08/05 від 23.08.2018;42419168;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330255;40009, Сумська обл., м.Суми, Ковпаківський р-н., вул. Іллінська, 7-А;682/09/05 від 14.09.2018;42476179;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330258;46000, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ПОЛІСЬКА, будинок 14;682/09/05 від 14.09.2018;42476205;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330259;79007, Львівська обл., м.Львів, Галицький р-н.,  вул.Котлярська, 2;682/09/05 від 14.09.2018;42476210;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330260;58002, Чернівецька обл., м.Чернівці, вул.Головна, 57;682/09/05 від 14.09.2018;42476226;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330261;81700, Львівська обл., Жидачівський район, місто Жидачів, ВУЛИЦЯ ГРУШЕВСЬКОГО, будинок 35;682/09/05 від 14.09.2018;42476231;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330262;64600, Харківська обл., місто Лозова, МІКРОРАЙОН 5, будинок 1;703/10/05 від 03.10.2018;42543213;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330263;65016, Одеська обл., м.Одеса, Приморський р-н.,  вул.Каманіна, 16-А/2;703/10/05 від 03.10.2018;42543229;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330264;50027, Дніпропетровська обл., місто Кривий Ріг, Металургійний район, ВУЛИЦЯ ГЕРОЇВ АТО, будинок 30-А;703/10/05 від 03.10.2018;42543234;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330265;14030, Чернігівська обл., місто Чернігів, Деснянський район, ВУЛИЦЯ ЗАХИСНИКІВ УКРАЇНИ, будинок 9;703/10/05 від 03.10.2018;42543243;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330266;18024, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ СУМГАЇТСЬКА, будинок 24;703/10/05 від 03.10.2018;42543255;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330267;03179, м.Київ, Святошинський район, ВУЛИЦЯ ЧОРНОБИЛЬСЬКА, будинок 3;703/10/05 від 03.10.2018;42543260;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330268;02152, м.Київ, Дніпровський район, ВУЛИЦЯ ПАВЛА ТИЧИНИ, будинок 15-А;703/10/05 від 03.10.2018;42543276;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330269;69068, Запорізька обл., м.Запоріжжя, Шевченківський р-н., вул.Іванова, 81-А, приміщення 2;703/10/05 від 03.10.2018;42543281;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330270;65080, Одеська обл., місто Одеса, Київський район, ВУЛИЦЯ АКАДЕМІКА ФІЛАТОВА, будинок 1;703/10/05 від 03.10.2018;42543297;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330271;67801, Одеська обл., Овідіопольський район, селище міського типу Овідіополь, ВУЛИЦЯ ТАРАСА ШЕВЧЕНКА, будинок 228;703/10/05 від 03.10.2018;42543302;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330272;02166, м.Київ, Деснянський район, ПРОСПЕКТ ЛІСОВИЙ, будинок 39;703/10/05 від 03.10.2018;42543318;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330273;21001, Вінницька обл., місто Вінниця, ВУЛИЦЯ ЄВГЕНІЯ ПІКУСА, будинок 1-А;703/10/05 від 03.10.2018;42543323;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330275;79008, Львівська обл., місто Львів, Галицький район, ПЛОЩА СТАРИЙ РИНОК, будинок 8;703/10/05 від 03.10.2018;42543344;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330276;69120, Запорізька обл., місто Запоріжжя, Шевченківський район, ВУЛИЦЯ АВРАМЕНКА, будинок 6;703/10/05 від 03.10.2018;42574105;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330277;69068, Запорізька обл., місто Запоріжжя, Шевченківський район, ВУЛИЦЯ ІВАНОВА, будинок 1-А;703/10/05 від 03.10.2018;42574110;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330278;69118, Запорізька обл., місто Запоріжжя, Комунарський район, ВУЛИЦЯ НОВОКУЗНЕЦЬКА, будинок 20;703/10/05 від 03.10.2018;42574126;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330279;49005, Дніпропетровська обл., місто Дніпро, Соборний район, ПРОСПЕКТ ГАГАРІНА, будинок 3;703/10/05 від 03.10.2018;42574131;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330280;21021, Вінницька обл., м.Вінниця,  вул.600-річчя, 40, приміщення 107;703/10/05 від 03.10.2018;42574147;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330281;10001, Житомирська обл., місто Житомир, Корольовський район, МАЙДАН ПРИВОКЗАЛЬНИЙ, будинок 5;703/10/05 від 03.10.2018;42574152;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330282;10025, Житомирська обл., місто Житомир, Корольовський район, ВУЛИЦЯ КОСМОНАВТІВ, будинок 10-А;703/10/05 від 03.10.2018;42574168;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330283;73043, Херсонська обл.  м.Херсон, Дніпровський р-н., вул.Іллюші Кулика, 133;703/10/05 від 03.10.2018;42574173;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330284;52005, Дніпропетровська обл., Дніпровський район, селище міського типу Слобожанське, ВУЛИЦЯ ВАСИЛЯ СУХОМЛИНСЬКОГО, будинок 78-Б;703/10/05 від 03.10.2018;42574189;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330285;03065, м.Київ, Солом`янський район, БУЛЬВАР ВАЦЛАВА ГАВЕЛА, будинок 18;703/10/05 від 03.10.2018;42574194;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330286;45400, Волинська обл., місто Нововолинськ, ВУЛИЦЯ ЛУЦЬКА, будинок 1;703/10/05 від 03.10.2018;42574203;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330287;03187, м.Київ, Голосіївський район, ПРОСПЕКТ ГЛУШКОВА, будинок 31-А;703/10/05 від 03.10.2018;42574215;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330288;04079, м.Київ, Подільський р-н., вул.Тираспольська, 54, приміщення 743;703/10/05 від 03.10.2018;42574220;ПН-НД: 8:00-20:00;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330289;07700, Київська обл., Яготинський район, місто Яготин, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 130;703/10/05 від 03.10.2018;42574236;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
ВІДДІЛЕННЯ №1330291;04073, м.Київ, Оболонський район, ПРОСПЕКТ СТЕПАНА БАНДЕРИ, будинок 36;703/10/05 від 03.10.2018;42574257;не працює;ВПС ЕЛЕКТРУМ, ВПС FLASHPAY;ВПС ЕЛЕКТРУМ
