department;region;district_region;post_index;city_type;city;district_city;street_type;street;hous;address;koatu;partner
1330589;Чернівецька;;58023;м.;Чернівці;;вулиця;ФАСТІВСЬКА;30-Б;58023, Чернівецька обл., місто Чернівці, ВУЛИЦЯ ФАСТІВСЬКА, будинок 30-Б;7310100000;Джаст Ін
1330590;Вінницька;;22800;м.;Немирів;;вулиця;Горького;60;22800, Вінницька обл., Немирівський р-н., м.Немирів, вул.Горького, 60;0523010100;Джаст Ін
1330591;Івано-Франківська;;78203;м.;Коломия;;вулиця;Степана Бандери;15;78203, Івано-Франківська обл.,  місто Коломия, ВУЛИЦЯ Степана Бандери, будинок 15;2610600000;Джаст Ін
1330592;Тернопільська;Тернопільський;47705;с.;Чистилів;;вулиця;Транспортна Бічна;10;47705, Тернопільська обл., Тернопільський р-н., с.Чистилів, вул.Транспортна Бічна, 10;6125289701;Джаст Ін
1330593;Тернопільська;;46016;м.;Тернопіль;;вулиця;Куліша;1;46016, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ Пантелеймона Куліша, будинок 1;6110100000;Джаст Ін
1330594;Вінницька;;24001;м.;Могилів-Подільський;;вулиця;Пушкінська;154;24001, Вінницька обл., місто Могилів-Подільський, ВУЛИЦЯ Пушкінська, будинок 154;0510400000;Джаст Ін
1330595;Одеська;Овідіопольський;67805;смт.;Авангард;;вулиця;Базова;17/30;67805, Одеська обл, Овідіопольський р-н., смт.Авангард, вул.Базова, 17/30;5123755200;Джаст Ін
1330596;Одеська;;68000;м.;Чорноморськ;;вулиця;Перемоги;12-А;68000, Одеська обл., м.Чорноморськ, вул.Перемоги, 12-А;5110800000;Джаст Ін
1330597;Волинська;;44702;м.;Володимир-Волинський;;вулиця;Драгоманова;42;44702, Волинська обл, м.Володимир-Волинський, вул. Драгоманова, 42;0710200000;Джаст Ін
1410001;;;01001;м.;Київ;Печерський;вулиця;Архітектора Городецького;10/1;01001, м.Київ, Печерський район, ВУЛИЦЯ АРХІТЕКТОРА ГОРОДЕЦЬКОГО, будинок 10/1;8038200000;ЛЮКСО
1670001;;;3062;м.;Київ;Святошинський;вулиця;Червонозаводська;7;03062, м.Київ, Святошинський район, ВУЛИЦЯ ЧЕРВОНОЗАВОДСЬКА, будинок 7;8038600000;Парфумс
1670002;;;2100;м.;Київ;Дніпровський;вулиця;Будівельників;40;02100, м.Київ, Дніпровський район, ВУЛИЦЯ БУДІВЕЛЬНИКІВ, будинок 40;8036600000;Парфумс
1670003;;;2222;м.;Київ;Деснянський;проспект;Володимира Маяковського;26;02222, м.Київ, Деснянський район, ПРОСПЕКТ ВОЛОДИМИРА МАЯКОВСЬКОГО, будинок 26;8036400000;Парфумс
1670004;;;4073;м.;Київ;Оболонський;проспект;Степана Бандери;21;04073, м.Київ, Оболонський район, ПРОСПЕКТ СТЕПАНА БАНДЕРИ, будинок 21;8038000000;Парфумс
1670005;;;01001;м.;Київ;Шевченківський;майдан;Незалежності;1;01001, м.Київ, Шевченківський район, МАЙДАН НЕЗАЛЕЖНОСТІ, будинок 1;8039100000;Парфумс
1670006;;;3150;м.;Київ;Печерський;вулиця;Велика Васильківська;143/2;03150, м.Київ, Печерський район, ВУЛИЦЯ ВЕЛИКА ВАСИЛЬКІВСЬКА, будинок 143/2;8038200000;Парфумс
1670007;;;2230;м.;Київ;Дарницький;вулиця;Миколи Гришка;4;02230, м.Київ, Дарницький район, ВУЛИЦЯ МИКОЛИ ГРИШКА, будинок 4;8036300000;Парфумс
1670008;;;03056;м.;Київ;Святошинський;вулиця;Борщагівська;154;03056, м.Київ, Святошинський район, ВУЛИЦЯ БОРЩАГІВСЬКА, будинок 154;8038600000;Парфумс
1690001;;;03062;м.;Київ;Святошинський;вулиця;Чистяківська;30;03062, м.Київ, Святошинський р-н., вул.Чистяківська, 30;;ПОСТ ЮА
1700001;;;02090;м.;Київ;Дніпровський;вулиця;ГРОДНЕНСЬКА;32;02090, м.Київ, Дніпровський район, ВУЛИЦЯ ГРОДНЕНСЬКА, будинок 32;8036600000;Сат
1700002;Дніпропетровська;;49019;м.;Дніпро;Чечелівський;вулиця;АКАДЕМІКА БЕЛЕЛЮБСЬКОГО;40-А;49019, Дніпропетровська обл., місто Дніпро, Чечелівський район, ВУЛИЦЯ АКАДЕМІКА БЕЛЕЛЮБСЬКОГО, будинок 40-А;1210137800;Сат
1700003;Львівська;;79040;м.;Львів;Залізничний;вулиця;КОНЮШИННА;21;79040, Львівська обл., місто Львів, Залізничний район, ВУЛИЦЯ КОНЮШИННА, будинок 21;4610136300;Сат
1700004;Одеська;;65031;м.;Одеса;Суворовський;вулиця;ХУТОРСЬКА;101-В;65031, Одеська обл., місто Одеса, Суворовський район, ВУЛИЦЯ ХУТОРСЬКА, будинок 101-В;5110137600;Сат
1700005;Харківська;;61052;м.;Харків;Холодногірський;вулиця;КОЦАРСЬКА;58-А;61052, Харківська обл., місто Харків, Холодногірський район, ВУЛИЦЯ КОЦАРСЬКА, будинок 58-А;6310137200;Сат
1700006;Вінницька;;21034;м.;Вінниця;;вулиця;Олега Антонова;19-А;21034, Вінницька обл., місто Вінниця, ВУЛИЦЯ ОЛЕГА АНТОНОВА, 19-А;0510100000;Сат
1700007;Запорізька;;69035;м.;Запоріжжя;Вознесенівський;вулиця;БРЯНСЬКА;15;69035, Запорізька обл., місто Запоріжжя, Вознесенівський район, ВУЛИЦЯ БРЯНСЬКА, будинок 15;2310137200;Сат
1700008;;;04080;м.;Київ;Оболонський;вулиця;КОРАБЕЛЬНА;6;04080, м.Київ, Оболонський район, ВУЛИЦЯ КОРАБЕЛЬНА, будинок 6;8038000000;Сат
1700009;Львівська;;79035;м.;Львів;Личаківський;вулиця;Зелена;115-А;79035, Львівська обл., місто Львів, Личаківський район, ВУЛИЦЯ ЗЕЛЕНА, будинок 115-А;4610137200;Сат
1700010;Рівненська;;33018;м.;Рівне;;вулиця;Курчатова;18-В;33018, Рівненська обл., місто Рівне, ВУЛИЦЯ КУРЧАТОВА, будинок 18-В;5610100000;Сат
1700011;Івано-Франківська;;76018;м.;Івано-Франківськ;;вулиця;Незалежності;126-Б;76018, Івано-Франківська обл., місто Івано-Франківськ, ВУЛИЦЯ НЕЗАЛЕЖНОСТІ, будинок 126-Б;2610100000;Сат
1700012;Донецька;;87515;м.;Маріуполь;Центральний;вулиця;Італійська;9;87515, Донецька обл., місто Маріуполь, Центральний район, ВУЛИЦЯ Італійська, будинок 9;1412336300;Сат
1700013;Полтавська;;36034;м.;Полтава;Київський;вулиця;Половка;72;36034, Полтавська обл., місто Полтава, Київський район, ВУЛИЦЯ ПОЛОВКА, будинок 72;5310136400;Сат
1700014;Хмельницька;;29015;м.;Хмельницький;;вулиця;ВІННИЦЬКЕ ШОСЕ;1/1;29015, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ВІННИЦЬКЕ ШОСЕ, будинок 1/1;6810100000;Сат
1700015;Чернігівська;;14037;м.;Чернігів;Новозаводський;вулиця;ІНСТРУМЕНТАЛЬНА;8;14037, Чернігівська обл., місто Чернігів, Новозаводський район, ВУЛИЦЯ ІНСТРУМЕНТАЛЬНА, будинок 8;7410136600;Сат
1700016;Дніпропетровська;;50086;м.;Кривий Ріг;Саксаганський;вулиця;Ярослава Мудрого;83-Б;50086, Дніпропетровська обл., місто Кривий Ріг, Саксаганський район, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 83-Б;1211037000;Сат
1700017;Кіровоградська;;25006;м.;Кропивницький;Подільський;вулиця;ЧЕРНОВОЛА;2-В;25006, Кіровоградська обл., місто Кропивницький, Подільський район, ВУЛИЦЯ ЧЕРНОВОЛА, будинок 2-В;3510136600;Сат
1700018;Волинська;;43020;м.;Луцьк;;вулиця;ЗВ'ЯЗКІВЦІВ;1-А;43020, Волинська обл., місто Луцьк, ВУЛИЦЯ ЗВ'ЯЗКІВЦІВ, будинок 1-А;0710100000;Сат
1700019;Тернопільська;;46400;м.;Тернопіль;;вулиця;ЛУК'ЯНОВИЧА;1;46400, Тернопільська обл., місто Тернопіль, ВУЛИЦЯ ЛУК'ЯНОВИЧА, будинок 1;6110100000;Сат
1700020;Чернівецька;;58008;м.;Чернівці;;вулиця;Севастопольська;18-А;58008, Чернівецька обл., місто Чернівці, ВУЛИЦЯ СЕВАСТОПОЛЬСЬКА, будинок 18-А;7310100000;Сат
1700021;Донецька;;84313;м.;Краматорськ;;вулиця;ОЛЕКСИ ТИХОГО;8;84313, Донецька обл., місто Краматорськ, ВУЛИЦЯ ОЛЕКСИ ТИХОГО, будинок 8;1412900000;Сат
1700022;Закарпатська;;88001;м.;Ужгород;;вулиця;ОЛЕКСАНДРА БЛИСТІВА;1;88001, Закарпатська обл., місто Ужгород, ВУЛИЦЯ ОЛЕКСАНДРА БЛИСТІВА, будинок 1;2110100000;Сат
1700023;Херсонська;;73011;м.;Херсон;Корабельний;вулиця;Робоча;82-А;73011, Херсонська обл., місто Херсон, Корабельний район, ВУЛИЦЯ РОБОЧА, будинок 82-А;6510136600;Сат
1700024;Черкаська;;18029;м.;Черкаси;Соснівський;вулиця;30 РОКІВ ПЕРЕМОГИ;5/1;18029, Черкаська обл., місто Черкаси, Соснівський район, ВУЛИЦЯ 30 РОКІВ ПЕРЕМОГИ, будинок 5/1;7110136700;Сат
1700025;Запорізька;;71101;м.;Бердянськ;;вулиця;Ярослава Мудрого;1;71101, Запорізька обл., місто Бердянськ, ВУЛИЦЯ ЯРОСЛАВА МУДРОГО, будинок 1;2310400000;Сат
1700026;Львівська;;82100;м.;Дрогобич;;вулиця;ГАЙДАМАЦЬКА;5;82100, Львівська обл., місто Дрогобич, ВУЛИЦЯ ГАЙДАМАЦЬКА, будинок 5;4610600000;Сат
1700027;Житомирська;;10031;м.;Житомир;Богунський;вулиця;ТАРАСА БУЛЬБИ-БОРОВЦЯ;30;10031, Житомирська обл., місто Житомир, Богунський район, ВУЛИЦЯ ТАРАСА БУЛЬБИ-БОРОВЦЯ, будинок 30;1810136300;Сат
1700028;Хмельницька;;32316;м.;Кам'янець-Подільський;;вулиця;Північна;81-Г;32316, Хмельницька обл., місто Кам'янець-Подільський, ВУЛИЦЯ ПІВНІЧНА, будинок 81-Г;6810400000;Сат
1700029;Дніпропетровська;;51925;м.;Кам’янське;Заводський;проспект;ГІМНАЗИЧНИЙ;44;51925, Дніпропетровська обл., місто Кам’янське, Заводський район, ПРОСПЕКТ ГІМНАЗИЧНИЙ, будинок 44;1210436900;Сат
1700030;Полтавська;;39601;м.;Кременчук;Автозаводський;вулиця;1-Ий Піщаний Тупік;1;39601, Полтавська обл., місто Кременчук, Автозаводський район, ВУЛИЦЯ 1-ИЙ ПІЩАНИЙ ТУПІК, будинок 1;5310436100;Сат
1700031;Запорізька;;72305;м.;Мелітополь;;вулиця;ЛОМОНОСОВА;23;72305, Запорізька обл., місто Мелітополь, ВУЛИЦЯ ЛОМОНОСОВА, будинок 23;2310700000;Сат
1700032;Миколаївська;;54046;м.;Миколаїв;Центральний;вулиця;Цілинна;17/5;54046, Миколаївська обл., місто Миколаїв, Центральний район, ВУЛИЦЯ ЦІЛИННА, будинок 17/5;4810137200;Сат
1700033;Закарпатська;;89601;м.;Мукачево;;вулиця;БЕРЕГІВСЬКА;110;89601, Закарпатська обл., місто Мукачево, ВУЛИЦЯ БЕРЕГІВСЬКА, будинок 110;2110400000;Сат
1700034;Дніпропетровська;;53213;м.;Нікополь;;вулиця;ШУЛЬГІНА;10/1;53213, Дніпропетровська обл., місто Нікополь, ВУЛИЦЯ ШУЛЬГІНА, будинок 10/1;1211600000;Сат
1700035;Кіровоградська;;28006;м.;Олександрія;;вулиця;КІРОВОГРАДСЬКЕ ШОСЕ;157;28006, Кіровоградська обл., місто Олександрія, КІРОВОГРАДСЬКЕ ШОСЕ, будинок 157;3510300000;Сат
1700036;Луганська;;93405;м.;Сєвєродонецьк;;вулиця;ПИВОВАРОВА;4;93405, Луганська обл., місто Сєвєродонецьк, ВУЛИЦЯ ПИВОВАРОВА, будинок 4;4412900000;Сат
1700037;Сумська;;40020;м.;Суми;Ковпаківський;проспект;Ковпаківський;26;40020, Сумська обл., місто Суми, Ковпаківський район, ПРОСПЕКТ Курський, будинок 26;5910136600;Сат
1700038;Черкаська;;20304;м.;Умань;;вулиця;МАКСИМА ЗАЛІЗНЯКА;6-Г;20304, Черкаська обл., місто Умань, ВУЛИЦЯ МАКСИМА ЗАЛІЗНЯКА, будинок 6-Г;7110800000;Сат
1700039;Донецька;;84511;м.;Бахмут;;вулиця;СИБІРЦЕВА;2;84511, Донецька обл., місто Бахмут, ВУЛИЦЯ СИБІРЦЕВА, будинок 2;1410300000;Сат
1700040;Київська;;09109;м.;Біла Церква;;вулиця;Сквирське Шосе;178;09109, Київська обл., місто Біла Церква, СКВИРСЬКЕ ШОСЕ, будинок 178;3210300000;Сат
1700041;Дніпропетровська;;49107;м.;Дніпро;Соборний;вулиця;ГЕНЕРАЛА ПУШКІНА;1-С;49107, Дніпропетровська обл., місто Дніпро, Соборний район, ВУЛИЦЯ ГЕНЕРАЛА ПУШКІНА, будинок 1-С;1210136900;Сат
1700042;Волинська;;45008;м.;Ковель;;вулиця;Брестська;113-В;45008, Волинська обл., місто Ковель, ВУЛИЦЯ БРЕСТСЬКА, будинок 113-В;0710400000;Сат
1700043;Кіровоградська;;25014;м.;Кропивницький;Фортечний;проспект;ІНЖЕНЕРІВ;10;25014, Кіровоградська обл., місто Кропивницький, Фортечний район, ПРОСПЕКТ ІНЖЕНЕРІВ, будинок 10;3510136300;Сат
1700044;Херсонська;;74900;м.;Нова Каховка;;вулиця;ЗАВОДСЬКА;2-Р;74900, Херсонська обл., місто Нова Каховка, ВУЛИЦЯ ЗАВОДСЬКА, будинок 2-Р;6510700000;Сат
1700045;Миколаївська;;55213;м.;Первомайськ;;вулиця;Київська;112;55213, Миколаївська обл., місто Первомайськ, ВУЛИЦЯ КИЇВСЬКА, будинок 112;4810400000;Сат
1700046;Донецька;;84122;м.;Слов'янськ;;вулиця;ЦЕНТРАЛЬНА;63;84122, Донецька обл., місто Слов'янськ, ВУЛИЦЯ ЦЕНТРАЛЬНА, будинок 63;1414100000;Сат
1700047;Харківська;Харківський;62416;смт.;Пісочин;;площа;ЮРІЯ КОНОНЕНКА;1, МІСЦЕ 15.4 РЯД Т, ТЦ "ЛОСК";62416, Харківська обл., Харківський район, селище міського типу Пісочин, ПЛОЩА ЮРІЯ КОНОНЕНКА, будинок 1, МІСЦЕ 15.4 РЯД Т, ТЦ "ЛОСК";6325157900;Сат
1700048;Хмельницька;;29016;м.;Хмельницький;;вулиця;Геологів;2;29016, Хмельницька обл., місто Хмельницький, ВУЛИЦЯ ГЕОЛОГІВ, будинок 2;6810100000;Сат
1700049;;;03083;м.;Київ;Голосіївський;вулиця;ПИРОГІВСЬКИЙ ШЛЯХ;34;03083, м.Київ, Голосіївський район, ВУЛИЦЯ ПИРОГІВСЬКИЙ ШЛЯХ, будинок 34;8036100000;Сат
1700050;Чернігівська;;17501;м.;Прилуки;;вулиця;Вокзальна;50;17501, Чернігівська обл., місто Прилуки, ВУЛИЦЯ ВОКЗАЛЬНА, будинок 50;7410700000;Сат
1700051;;;03134;м.;Київ;Святошинський;вулиця;Якутська;8;03134, м.Київ, Святошинський район, ВУЛИЦЯ ЯКУТСЬКА, будинок 8;8038600000;Сат
1700052;Київська;;07402;м.;Бровари;;вулиця;БРОВАРСЬКОЇ СОТНІ;3;07402, Київська обл., місто Бровари, ВУЛИЦЯ БРОВАРСЬКОЇ СОТНІ, будинок 3;3210600000;Сат
1700053;Дніпропетровська;;51404;м.;Павлоград;;вулиця;Дніпровська;49;51404, Дніпропетровська обл., місто Павлоград, ВУЛИЦЯ Дніпровська, будинок 49;1212400000;Сат
1700054;Дніпропетровська;;51200;м.;Новомосковськ;;вулиця;СУЧКОВА;66;51200, Дніпропетровська обл., місто Новомосковськ, ВУЛИЦЯ СУЧКОВА, будинок 66;1211900000;Сат
1700055;Київська;;08304;м.;Бориспіль;;вулиця;МИХАЙЛА КАЛМИКОВА;5;08304, Київська обл., місто Бориспіль, ВУЛИЦЯ МИХАЙЛА КАЛМИКОВА, будинок 5;3210500000;Сат
1700056;Київська;Києво-Святошинський;08132;м.;Вишневе;;вулиця;Київська;23;08132, Київська обл., Києво-Святошинський район, місто Вишневе, ВУЛИЦЯ КИЇВСЬКА, будинок 23;3222410600;Сат
1700057;Харківська;;61099;м.;Харків;Немишлянський;бульвар;Богдана Хмельницького;8;61099, Харківська обл., м.Харків, Немишлянський р-н., бульвар Богдана Хмельницького, 8;6310138500;Сат
1700058;Одеська;;65120;м.;Одеса;Малиновський;вулиця;Базова;11;65120, Одеська обл., м.Одеса, Малиновський р-н., вул.Базова, 11;5110137300;Сат
1700059;Київська;;08700;м.;Обухів;;вулиця;Чумацький Шлях;30;08700, Київська обл., м.Обухів, вул.Чумацький Шлях, 30;3211600000;Сат
1700060;Вінницька;;21029;м.;Вінниця;;вулиця;Львівське шосе;2;21029, Вінницька обл., м.Вінниця, вул.Львівське шосе, 2;0510100000;Сат
1700061;Дніпропетровська;;49051;м.;Дніпро;Індустріальний;вулиця;Калинова;8;49051, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Калинова, 8;1210137200;Сат
1700062;Львівська;;79024;м.;Львів;Шевченківський;вулиця;Промислова;50/52;79024, Львівська обл., місто Львів, Шевченківський район, ВУЛИЦЯ ПРОМИСЛОВА, будинок 50/52;4610137500;Сат
1700063;Харківська;;61054;м.;Харків;Московський;вулиця;Академіка Павлова;120-А;61054, Харківська обл., місто Харків, Московський район, ВУЛИЦЯ АКАДЕМІКА ПАВЛОВА, будинок 120-А;6310137500;Сат
1700064;Дніпропетровська;;49130;м.;Дніпро;Індустріальний;вулиця;Генерала Захарченка;1;49130, Дніпропетровська обл., м.Дніпро, Індустріальний р-н., вул.Генерала Захарченка, 1;1210137200;Сат
1700065;Одеська;;65000;м.;Одеса;Малиновський;вулиця;Генерала Цвєтаєва;18;65000, Одеська обл., м.Одеса, Малиновський р-н., вул.Генерала Цвєтаєва, 18;5110137300;Сат
1700066;Запорізька;;69014;м.;Запоріжжя;Шевченківський;вулиця;Радистів;54;69014, Запорізька обл., м.Запоріжжя, Шевченківський р-н., вул.Радистів, 54;2310137500;Сат
1700067;Луганська;Старобільський;92700;м.;Старобільськ;;площа;Товарна;24-Б;92700, Луганська обл., Старобільський р-н., м.Старобільськ, площа Товарна, 24-Б;4425110100;Сат
1700068;Житомирська;;10019;м.;Житомир;;провулок;Енергетичний;7;10019, Житомирська обл., м.Житомир, Богунський р-н., провулок Енергетичний, 7;1810136300;Сат
1700069;Тернопільська;;46023;м.;Тернопіль;;вулиця;15 Квітня;корпус 12;46023, Тернопільська обл. м.Тернопіль, вул.15 Квітня, корпус 12;6110100000;Сат
1890001;Дніпропетровська;;49000;м.;Дніпро;Шевченківський;вулиця;Глинки;2;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ВУЛИЦЯ ГЛИНКИ, будинок 2;1210136600;allo
1890002;Дніпропетровська;;49000;м.;Дніпро;Шевченківський;проспект;ДМИТРА ЯВОРНИЦЬКОГО;52-А;49000, Дніпропетровська обл., місто Дніпро, Шевченківський район, ПРОСПЕКТ ДМИТРА ЯВОРНИЦЬКОГО, будинок 52-А;1210136600;allo
1890003;;;04076;м.;Київ;Оболонський;проспект;СТЕПАНА БАНДЕРИ;23;04076, м.Київ, Оболонський р-н, проспект Степана Бандери, 23;8038000000;allo
1890004;Дніпропетровська;;49055;м.;Дніпро;Чечелівський;вулиця;Титова;36;49055, Дніпропетровська обл., м.Дніпро, Чечелівський р-н, вул.Титова, 36;1210137800;allo
1890005;Одеська;;65012;м.;Одеса;Приморський;вулиця;Пантелеймонівська;110;65012, Одеська обл., м.Одеса, Приморський р-н., вул.Пантелеймонівська, 110;5110137500;allo
1890006;Харківська;;61058;м.;Харків;Шевченківський;вулиця;Сумська;39;61058, Харківська обл., м.Харків, Шевченківський р-н., вул.Сумська, 39;6310136300;allo
1890007;Львівська;;79005;м.;Львів;Галицький;проспект;СВОБОДИ;1/3;79005, Львівська обл., м.Львів, Галицький р-н., проспект Свободи, 1/3;4610136600;allo
1890008;Запорізька;;69019;м.;Запоріжжя;Дніпровський;проспект;СОБОРНИЙ;218;69019, Запорізька обл., м.Запоріжжя, Дніпровський р-н., проспект Соборний, 218;2310136900;allo
1890009;Полтавська;;36000;м.;Полтава;Шевченківський;вулиця;Європейська;24/42;36000, Полтавська обл., м.Полтава, Шевченківський р-н., вул.Європейська, 24/42;5310137000;allo
1890010;Сумська;;40000;м.;Суми;;;Покровська площа;10;40000, Сумська обл., м.Суми, Покровська площа, 10;5910100000;allo
1890011;Хмельницька;;29013;м.;Хмельницький;;вулиця;Проскурівська;2;29013, Хмельницька обл., м.Хмельницький, вул.Проскурівська, 2;6810100000;allo
1890012;Донецька;;84301;м.;Краматорськ;;вулиця;Паркова;18;84301, Донецька обл., м.Краматорськ, вул.Паркова, 18;1412900000;allo
1890013;;;01133;м.;Київ;Печерський;бульвар;Лесі Українки;24;01133, м.Київ, Печерський р-н., бульвар Лесі Українки, 24;8038200000;allo
1890014;;;01001;м.;Київ;;вулиця;Хрещатик;21, приміщення 125-125-А;01001, м.Київ, Шевченківський р-н., вул.Хрещатик, 21, приміщення 125-125-А;8039100000;allo
1890015;Дніпропетровська;;49005;м.;Дніпро;Соборний;проспект;Гагаріна;8-А;49005, Дніпропетровська обл., м.Дніпро, Соборний р-н., проспект Гагаріна, 8-А;1210136900;allo
1890016;Одеська;;65111;м.;Одеса;Суворовський;проспект;Добровольського;114;65111, Одеська обл., м.Одеса, Суворовський р-н., проспект Добровольського, 114;5110137600;allo
1890017;Одеська;;65045;м.;Одеса;Приморський;вулиця;Преображенська;34;65045, Одеська обл., м.Одеса, Приморський р-н., вул.Преображенська, 34;5110137500;allo
1890018;Одеська;;65074;м.;Одеса;Малиновський;вулиця;Академіка Філатова;41/1;65074, Одеська обл., м.Одеса, Малиновський р-н., вул.Академіка Філатова, 41/1;5110137300;allo
1890019;Харківська;;61003;м.;Харків;Шевченківський;;майдан Конституції;1;61003, Харківська обл., м.Харків, Шевченківський р-н., майдан Конституції, 1;6310136300;allo
1890020;Дніпропетровська;;50084;м.;Кривий Ріг;Саксаганський;проспект;200-РІЧЧЯ КРИВОГО РОГУ;14-А;50084, Дніпропетровська обл., м.Кривий Ріг, Саксаганський р-н., проспект 200-річчя Кривого Рогу, 14-А;1211037000;allo
1890021;Дніпропетровська;;50006;м.;Кривий Ріг;Металургійний;вулиця;СОБОРНОСТІ;4-А;50006, Дніпропетровська обл., м.Кривий Ріг, Металургійний р-н., вул.Соборності, 4-А;1211036300;allo
1890022;Дніпропетровська;;53213;м.;Нікополь;;проспект;ТРУБНИКІВ;14;53213, Дніпропетровська обл., м.Нікополь, проспект Трубників, 14;1211600000;allo
1890023;Дніпропетровська;;51933;м.;Кам`янське;Заводський;проспект;СВОБОДИ;51;51933, Дніпропетровська обл., м.Кам`янське, Заводський р-н., проспект Свободи, 51;1210436900;allo
1890024;Дніпропетровська;;50027;м.;Кривий Ріг;Металургійний;проспект;Металургів;42-А;50027, Дніпропетровська обл., м.Кривий Ріг, Металургійний р-н., проспект Металургів, 42-А;1211036300;allo
1890025;Дніпропетровська;;50002;м.;Кривий Ріг;Центрально-Міський;вулиця;Лермонтова;37;50002, Дніпропетровська обл., м.Кривий Ріг, Центрально-Міський р-н., вул.Лермонтова, 37;1211037500;allo
1890026;Івано-Франківська;;76003;м.;Івано-Франківськ;;вулиця;Івана Миколайчука;2;76003, Івано-Франківська обл., м.Івано-Франківськ, вул.Івана Миколайчука, 2;2610100000;allo
1890027;Одеська;;65074;м.;Одеса;Малиновський;вулиця;Академіка Філатова;84/2, приміщення 5;65074, Одеська обл., м.Одеса, Малиновський р-н.,  вул.Академіка Філатова, 84/2, приміщення 5;5110137300;allo
1890028;Івано-Франківська;;78200;м.;Коломия;;площа;Тараса Шевченка;2;78200, Івано-Франківська обл., м.Коломия, площа Тараса Шевченка, 2;2610600000;allo
1890029;Донецька;;87514;м.;Маріуполь;Центральний;;Запорізьке шосе;2;87514, Донецька обл., м.Маріуполь, Центральний р-н., Запорізьке Шосе, 2;1412336300;allo
1890030;Донецька;;87555;м.;Маріуполь;Центральний;проспект;Миру;75-Б;87555, Донецька обл., м.Маріуполь, Центральний р-н., проспект Миру, 75-Б;1412336300;allo
1890031;Харківська;;61120;м.;Харків;Московський;проспект;Тракторобудівників;59/56;61120, Харківська обл., м.Харків,  Московський р-н., проспект Тракторобудівників, 59/56;6310137500;allo
1890032;Одеська;;68002;м.;Чорноморськ;;вулиця;Першого Травня;5/178-Н;68002, Одеська обл., м.Чорноморськ, вул.Першого Травня, 5/178-Н;5110800000;allo
1890033;Дніпропетровська;;51700;м.;Вільногірськ;;вулиця;Центральна;55/57;51700, Дніпропетровська обл., м.Вільногірськ, вул.Центральна, 55/57;1210200000;allo
1890034;Дніпропетровська;;52204;м.;Жовті Води;;вулиця;Кропоткіна;35-Б;52204, Дніпропетровська обл., м.Жовті Води, вул.Кропоткіна, 35-Б;1210700000;allo
1890035;Донецька;;85001;м.;Добропілля;;мкр-н Сонячний;;30-А;85001, Донецька обл., м.Добропілля,, мкр-н Сонячний, 30-А;1411500000;allo
1890036;Харківська;;64309;м.;Ізюм;;вулиця;Соборна;43;64309, Харківська обл., м.Ізюм, вул.Соборна, 43;6310400000;allo
1890037;Чернігівська;;16600;м.;Ніжин;;вулиця;Гоголя; 2-А, приміщення 34;16600, Чернігівська обл., м.Ніжин, вул.Гоголя, 2-А, приміщення 34;7410400000;allo
1890038;Полтавська;Пирятинський;37000;м.;Пирятин;;вулиця;Соборна;17;37000, Полтавська обл., Пирятинський р-н., м.Пирятин, вул.Соборна, 17;5323810100;allo
1890039;Черкаська;;20301;м.;Умань;;вулиця;Небесної Сотні;7, приміщення 2;20301, Черкаська обл., м.Умань, вул.Небесної Сотні, 7, приміщення 2;7110800000;allo
1890040;Івано-Франківська;Надвірнянський;78405;м.;Надвірна;;вулиця;Чорновола;4;78405, Івано-Франківська обл., Надвірнянський р-н., м.Надвірна, вул.Чорновола, 4;2624010100;allo
1890041;Львівська;;82100;м.;Дрогобич;;площа;Ринок;21;82100, Львівська обл., м.Дрогобич, площа Ринок, 21;4610600000;allo
1890042;Рівненська;;34403;м.;Вараш;;;Майдан Незалежності;10;34403, Рівненська обл., м.Вараш, Майдан Незалежності, 10;5610700000;allo
1890043;Рівненська;;33028;м.;Рівне;;вулиця;КОРОЛЕНКА;1;33028, Рівненська обл., м.Рівне, вул.Короленка, 1;5610100000;allo
1890044;Дніпропетровська;;53408;м.;Марганець;;вулиця;Лермонтова;25-А;53408, Дніпропетровська обл., м.Марганець, вул.Лермонтова, 25-А;1211300000;allo
1890045;Полтавська;;37500;м.;Лубни;;проспект;Володимирський;42/1;37500, Полтавська обл., м.Лубни, проспект Володимирський, 42/1;5310700000;allo
1890046;Рівненська;;35603;м.;Дубно;;вулиця;Данила Галицького;3;35603, Рівненська обл., м.Дубно, вул.Данила Галицького, 3;5610300000;allo
1890047;Хмельницька;;30411;м.;Шепетівка;;проспект;Миру;30;30411,Хмельницька обл., м.Шепетівка, проспект Миру, 30;6810700000;allo
1890048;Донецька;;84205;м.;Дружківка;;вулиця;Соборна;11;84205, Донецька обл., м.Дружківка, вул.Соборна, 11;1411700000;allo
1890049;Харківська;Зміївський;63460;смт.;Слобожанське;;;вул.Ціолковського, 15/ вул.Закори, 14;;63460, Харківська обл., Зміївський р-н, смт.Слобожанське, вул.Ціолковського, 15/ вул.Закори, 14;6321755600;allo
